;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
3719;6.6;0.3;0.45;8.0;0.038;54.0;200.0;0.9956;3.18;0.48;9.5;5
4461;7.7;0.28;0.24;2.4;0.044;29.0;157.0;0.99312;3.27;0.56;10.6;6
3758;6.6;0.27;0.33;1.4;0.042;24.0;183.0;0.99215;3.29;0.46;10.7;5
472;6.6;0.24;0.29;2.0;0.023;19.0;86.0;0.99;3.25;0.45;12.5;6
2399;6.1;0.16;0.24;1.4;0.046;17.0;77.0;0.99319;3.66;0.57;10.3;6
4665;7.3;0.17;0.36;8.2;0.028;44.0;111.0;0.99272;3.14;0.41;12.4;6
4033;7.5;0.26;0.38;5.7;0.021;23.0;125.0;0.99338;3.13;0.62;11.1;6
1213;5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6
4404;5.9;0.29;0.16;7.9;0.044;48.0;197.0;0.99512;3.21;0.36;9.4;5
4386;6.0;0.27;0.31;5.0;0.043;54.0;170.0;0.9924;3.28;0.52;11.0;6
3487;6.5;0.22;0.19;1.1;0.064;36.0;191.0;0.99297;3.05;0.5;9.5;6
1208;6.3;0.21;0.4;1.7;0.031;48.0;134.0;0.9917;3.42;0.49;11.5;6
3038;6.5;0.23;0.45;2.1;0.027;43.0;104.0;0.99054;3.02;0.52;11.3;6
4355;6.4;0.31;0.28;2.5;0.039;34.0;137.0;0.98946;3.22;0.38;12.7;6
3680;6.8;0.15;0.41;12.9;0.044;79.5;183.0;0.99742;3.24;0.78;10.2;6
4191;7.8;0.27;0.35;1.2;0.05;36.0;140.0;0.99138;3.09;0.45;11.2;5
3783;6.4;0.27;0.45;8.3;0.05;52.0;196.0;0.9955;3.18;0.48;9.5;5
12;7.9;0.18;0.37;1.2;0.04;16.0;75.0;0.992;3.18;0.63;10.8;5
3805;8.3;0.18;0.3;1.1;0.033;20.0;57.0;0.99109;3.02;0.51;11.0;6
192;6.8;0.28;0.36;8.0;0.045;28.0;123.0;0.9928;3.02;0.37;11.4;6
4190;7.0;0.22;0.3;1.4;0.04;14.0;63.0;0.98985;3.2;0.33;12.0;6
4363;7.1;0.31;0.25;11.2;0.048;32.0;136.0;0.99663;3.14;0.4;9.5;5
1721;8.2;0.15;0.48;2.7;0.052;24.0;190.0;0.995;3.5;0.45;10.9;7
2523;8.2;0.2;0.38;3.5;0.053;41.0;174.0;0.99306;3.22;0.41;11.6;5
3675;5.6;0.25;0.19;2.4;0.049;42.0;166.0;0.992;3.25;0.43;10.4;6
4415;6.3;0.305;0.22;16.0;0.061;26.0;141.0;0.99824;3.08;0.5;9.1;5
1695;7.2;0.21;0.33;3.0;0.036;35.0;132.0;0.9928;3.25;0.4;11.0;6
818;6.2;0.3;0.17;2.8;0.04;24.0;125.0;0.9939;3.01;0.46;9.0;5
302;6.1;0.41;0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;6
1613;8.0;0.14;0.49;1.5;0.035;42.0;120.0;0.9928;3.26;0.4;10.6;7
173;6.3;0.22;0.43;4.55;0.038;31.0;130.0;0.9918;3.35;0.33;11.5;7
4527;6.8;0.17;0.17;5.1;0.049;26.0;82.0;0.993;3.0;0.38;9.8;6
2015;6.9;0.19;0.39;8.0;0.028;22.0;84.0;0.994;3.11;0.66;10.8;6
3564;6.6;0.64;0.28;4.4;0.032;19.0;78.0;0.99036;3.11;0.62;12.9;6
3478;6.2;0.36;0.45;10.4;0.06;22.0;184.0;0.99711;3.31;0.56;9.8;6
488;7.4;0.29;0.29;1.6;0.045;53.0;180.0;0.9936;3.34;0.68;10.5;6
833;6.9;0.25;0.34;1.3;0.035;27.0;82.0;0.99045;3.18;0.44;12.2;6
4229;6.3;0.26;0.25;5.2;0.046;11.0;133.0;0.99202;2.97;0.68;11.0;6
2903;5.7;0.21;0.25;1.1;0.035;26.0;81.0;0.9902;3.31;0.52;11.4;6
329;7.2;0.21;0.41;1.3;0.036;33.0;85.0;0.992;3.17;0.51;10.4;5
1063;6.7;0.26;0.26;4.1;0.073;36.0;202.0;0.9956;3.3;0.67;9.5;5
969;5.5;0.42;0.09;1.6;0.019;18.0;68.0;0.9906;3.33;0.51;11.4;7
4667;6.1;0.16;0.34;6.1;0.034;31.0;114.0;0.99365;3.32;0.58;10.15;7
3747;6.8;0.22;0.3;10.6;0.07;67.0;194.0;0.99654;2.89;0.42;9.0;6
835;7.5;0.42;0.34;4.3;0.04;34.0;108.0;0.99155;3.14;0.45;12.8;8
2635;8.2;0.32;0.26;2.1;0.062;26.0;87.0;0.98974;3.1;0.47;12.8;6
1415;5.9;0.415;0.02;0.8;0.038;22.0;63.0;0.9932;3.36;0.36;9.3;5
1490;5.6;0.185;0.49;1.1;0.03;28.0;117.0;0.9918;3.55;0.45;10.3;6
912;6.3;0.34;0.19;5.8;0.041;22.0;145.0;0.9943;3.15;0.63;9.9;5
3785;5.6;0.19;0.31;2.7;0.027;11.0;100.0;0.98964;3.46;0.4;13.2;7
1750;7.4;0.18;0.3;10.4;0.045;44.0;174.0;0.9966;3.11;0.57;9.7;6
3949;6.9;0.4;0.37;8.9;0.053;36.0;148.0;0.996;3.16;0.5;9.3;5
3045;5.7;0.12;0.26;5.5;0.034;21.0;99.0;0.99324;3.09;0.57;9.9;6
2803;5.5;0.15;0.32;14.0;0.031;16.0;99.0;0.99437;3.26;0.38;11.5;8
1965;6.8;0.27;0.28;13.3;0.076;50.0;163.0;0.9979;3.03;0.38;8.6;6
2822;6.5;0.2;0.24;9.2;0.044;25.0;150.0;0.99502;3.22;0.44;10.5;5
4247;6.6;0.36;0.47;1.4;0.145;26.0;124.0;0.99274;3.09;0.56;10.1;6
1462;7.4;0.16;0.49;1.2;0.055;18.0;150.0;0.9917;3.23;0.47;11.2;6
1601;8.2;0.34;0.49;8.0;0.046;55.0;223.0;0.996;3.08;0.52;10.7;6
3218;6.5;0.29;0.25;2.5;0.142;8.0;111.0;0.9927;3.0;0.44;9.9;4
1814;8.2;0.42;0.29;4.1;0.03;31.0;100.0;0.9911;3.0;0.32;12.8;7
3617;7.0;0.29;0.33;0.9;0.041;20.0;117.0;0.99048;3.21;0.5;11.4;5
1784;6.7;0.24;0.29;6.8;0.038;54.0;127.0;0.9932;3.33;0.46;11.6;7
3348;7.2;0.27;0.28;15.2;0.046;6.0;41.0;0.99665;3.17;0.39;10.9;6
3502;6.7;0.29;0.45;14.3;0.054;30.0;181.0;0.99869;3.14;0.57;9.1;5
943;6.9;0.48;0.36;3.5;0.03;31.0;135.0;0.9904;3.14;0.38;12.2;7
1556;7.6;0.23;0.49;10.0;0.036;45.0;182.0;0.9967;3.08;0.58;9.6;6
4829;6.0;0.32;0.33;9.9;0.032;22.0;90.0;0.99258;3.1;0.43;12.1;7
1975;6.8;0.27;0.35;7.8;0.048;76.0;197.0;0.9959;3.24;0.43;9.5;6
1684;7.3;0.26;0.33;17.85;0.049;41.5;195.0;1.0;3.06;0.44;9.1;7
4047;6.9;0.19;0.35;13.5;0.038;49.0;118.0;0.99546;3.0;0.63;10.7;6
319;6.1;0.125;0.25;3.3;0.04;10.0;69.0;0.9934;3.54;0.59;10.1;6
4451;6.3;0.3;0.19;7.7;0.049;47.0;184.0;0.99514;3.22;0.48;9.5;5
3204;6.8;0.28;0.34;7.5;0.035;34.0;177.0;0.99692;3.33;0.43;9.1;5
3234;6.6;0.25;0.34;3.0;0.054;22.0;141.0;0.99338;3.26;0.47;10.4;6
1081;6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;6
1627;8.9;0.32;0.49;1.6;0.05;17.0;131.0;0.9956;3.13;0.34;9.4;5
1626;9.0;0.22;0.49;10.4;0.048;52.0;195.0;0.9987;3.31;0.44;10.2;6
2965;5.5;0.34;0.26;2.2;0.021;31.0;119.0;0.98919;3.55;0.49;13.0;8
2017;9.0;0.55;0.3;8.1;0.026;14.0;71.0;0.993;2.94;0.36;11.8;5
4723;6.4;0.42;0.46;8.4;0.05;58.0;180.0;0.99495;3.18;0.46;9.7;6
467;6.8;0.32;0.21;2.2;0.044;15.0;68.0;0.9932;3.17;0.39;9.4;6
1014;6.1;0.16;0.27;12.6;0.064;63.0;162.0;0.9994;3.66;0.43;8.9;5
703;6.4;0.33;0.28;1.1;0.038;30.0;110.0;0.9917;3.12;0.42;10.5;6
3875;7.4;0.22;0.27;1.6;0.057;45.0;98.0;0.99299;3.29;0.44;9.9;7
1037;7.1;0.47;0.24;6.0;0.044;11.0;77.0;0.9956;3.21;0.56;9.7;5
2764;7.9;0.16;0.3;7.4;0.05;58.0;152.0;0.99612;3.12;0.37;9.5;6
2333;6.8;0.37;0.28;1.9;0.024;64.0;106.0;0.98993;3.45;0.6;12.6;8
1621;8.9;0.32;0.49;1.6;0.05;17.0;131.0;0.9956;3.13;0.34;9.4;5
4582;6.3;0.37;0.51;6.3;0.048;35.0;146.0;0.9943;3.1;1.01;10.5;6
3823;6.7;0.26;0.49;8.1;0.052;48.0;197.0;0.99558;3.19;0.48;9.5;5
3895;7.0;0.25;0.33;2.1;0.021;17.0;76.0;0.99021;3.26;0.45;12.3;6
1582;8.4;0.24;0.49;7.4;0.039;46.0;108.0;0.9934;3.03;0.33;11.9;7
923;6.5;0.26;0.27;12.9;0.044;69.0;215.0;0.9967;3.17;0.43;10.0;6
842;8.7;0.23;0.32;13.4;0.044;35.0;169.0;0.99975;3.12;0.47;8.8;7
3097;6.6;0.78;0.5;1.5;0.045;30.0;133.0;0.99104;3.25;0.48;11.7;5
1781;6.1;0.32;0.37;1.8;0.051;13.0;200.0;0.9945;3.49;0.44;10.5;4
3101;7.0;0.26;0.34;10.9;0.038;25.0;84.0;0.99432;3.11;0.34;10.9;6
2403;8.8;0.33;0.36;2.1;0.034;19.0;125.0;0.99166;2.96;0.98;12.7;6
2178;7.6;0.32;0.58;16.75;0.05;43.0;163.0;0.9999;3.15;0.54;9.2;5
2660;6.7;0.33;0.34;6.6;0.067;35.0;156.0;0.99542;3.11;0.48;9.3;6
704;5.6;0.25;0.26;3.6;0.037;18.0;115.0;0.9904;3.42;0.5;12.6;6
2229;6.9;0.25;0.35;9.2;0.034;42.0;150.0;0.9947;3.21;0.36;11.5;6
4849;6.4;0.33;0.44;8.9;0.055;52.0;164.0;0.99488;3.1;0.48;9.6;5
756;5.8;0.25;0.28;11.1;0.056;45.0;175.0;0.99755;3.42;0.43;9.5;5
666;6.8;0.22;0.37;1.7;0.036;38.0;195.0;0.9908;3.35;0.72;12.5;6
1253;7.3;0.25;0.41;1.8;0.037;52.0;165.0;0.9911;3.29;0.39;12.2;7
755;7.1;0.28;0.44;1.8;0.032;32.0;107.0;0.9907;3.25;0.48;12.2;7
4796;6.4;0.105;0.29;1.1;0.035;44.0;140.0;0.99142;3.17;0.55;10.7;7
2609;7.1;0.2;0.3;0.9;0.019;4.0;28.0;0.98931;3.2;0.36;12.0;6
744;7.4;0.38;0.27;7.5;0.041;24.0;160.0;0.99535;3.17;0.43;10.0;5
2767;7.9;0.16;0.3;7.4;0.05;58.0;152.0;0.99612;3.12;0.37;9.5;6
3100;6.7;0.14;0.51;4.3;0.028;57.0;124.0;0.99176;2.91;0.54;10.7;7
4750;6.0;0.14;0.37;1.2;0.032;63.0;148.0;0.99185;3.32;0.44;11.2;5
4599;6.5;0.16;0.33;1.0;0.027;23.0;75.0;0.9908;3.3;0.39;11.4;7
3080;8.5;0.19;0.48;1.1;0.026;23.0;58.0;0.99184;2.9;0.5;10.5;6
4366;5.9;0.29;0.28;3.2;0.035;16.0;117.0;0.98959;3.26;0.42;12.6;6
960;7.3;0.24;0.34;15.4;0.05;38.0;174.0;0.9983;3.03;0.42;9.0;6
2574;6.8;0.26;0.24;1.9;0.043;70.0;154.0;0.99273;3.18;0.52;10.5;5
1334;9.0;0.24;0.5;1.2;0.048;26.0;107.0;0.9918;3.21;0.34;12.4;6
2666;5.9;0.34;0.31;2.0;0.03;38.0;142.0;0.98892;3.4;0.41;12.9;7
1020;8.6;0.2;0.42;1.5;0.041;35.0;125.0;0.9925;3.11;0.49;11.4;7
136;8.2;0.23;0.4;1.2;0.027;36.0;121.0;0.992;3.12;0.38;10.7;6
1308;9.2;0.15;0.68;1.6;0.046;22.0;130.0;0.9948;3.02;0.45;10.4;6
866;6.9;0.18;0.36;1.3;0.036;40.0;117.0;0.9934;3.27;0.95;9.5;7
820;6.6;0.36;0.29;1.6;0.021;24.0;85.0;0.98965;3.41;0.61;12.4;9
4267;6.0;0.29;0.27;2.3;0.044;20.0;117.0;0.9895;3.31;0.41;12.7;7
865;6.1;0.27;0.33;2.2;0.021;26.0;117.0;0.9886;3.12;0.3;12.5;6
605;6.3;0.26;0.49;1.5;0.052;34.0;134.0;0.9924;2.99;0.61;9.8;6
4521;6.3;0.36;0.2;2.0;0.048;48.0;191.0;0.9929;3.17;0.51;9.6;5
1795;6.7;0.37;0.41;6.3;0.061;22.0;149.0;0.9953;3.16;0.47;9.6;6
3835;6.2;0.31;0.23;3.3;0.052;34.0;113.0;0.99429;3.16;0.48;8.4;5
1280;7.8;0.16;0.41;1.7;0.026;29.0;140.0;0.991;3.02;0.78;12.5;6
4093;6.6;0.41;0.27;10.7;0.11;20.0;103.0;0.99672;3.08;0.41;9.0;6
2765;6.4;0.27;0.29;10.8;0.028;17.0;118.0;0.99356;3.18;0.37;11.2;6
4286;6.0;0.2;0.26;6.8;0.049;22.0;93.0;0.9928;3.15;0.42;11.0;6
2638;7.5;0.13;0.38;1.1;0.023;42.0;104.0;0.99112;3.28;0.53;11.8;6
273;6.6;0.58;0.3;5.1;0.057;30.0;123.0;0.9949;3.24;0.38;9.0;5
937;6.1;0.36;0.58;15.0;0.044;42.0;115.0;0.9978;3.15;0.51;9.0;5
3150;5.8;0.39;0.47;7.5;0.027;12.0;88.0;0.9907;3.38;0.45;14.0;6
1771;6.5;0.18;0.26;1.4;0.041;40.0;141.0;0.9941;3.34;0.72;9.5;6
3340;6.2;0.3;0.31;1.2;0.048;19.0;125.0;0.98999;3.32;0.54;12.6;6
143;8.5;0.21;0.41;4.3;0.036;24.0;99.0;0.9947;3.18;0.53;9.7;6
4360;7.3;0.28;0.35;1.6;0.054;31.0;148.0;0.99178;3.18;0.47;10.7;5
3674;6.6;0.34;0.2;1.0;0.053;26.0;112.0;0.99336;3.32;0.55;9.1;5
1114;6.5;0.52;0.17;1.4;0.047;5.0;26.0;0.9932;3.26;0.32;10.0;4
3774;6.7;0.42;0.39;12.1;0.04;61.0;248.0;0.99794;3.31;0.58;9.7;5
2149;6.8;0.24;0.34;5.1;0.038;31.0;99.0;0.9921;3.24;0.46;11.8;6
945;6.7;0.15;0.29;5.0;0.058;28.0;105.0;0.9946;3.52;0.44;10.2;7
493;6.3;0.19;0.28;1.8;0.022;28.0;158.0;0.9907;3.2;0.64;11.4;6
3781;7.4;0.25;0.29;6.8;0.02;31.0;113.0;0.99338;3.13;0.29;10.8;6
728;6.4;0.16;0.31;5.3;0.043;42.0;157.0;0.99455;3.35;0.47;10.5;5
2237;6.4;0.34;0.2;14.9;0.06;37.0;162.0;0.9983;3.13;0.45;9.0;4
62;7.0;0.47;0.07;1.1;0.035;17.0;151.0;0.991;3.02;0.34;10.5;5
2144;8.2;0.21;0.32;10.65;0.053;53.0;145.0;0.9972;3.17;0.48;10.2;6
2156;7.9;0.28;0.32;3.6;0.038;9.0;76.0;0.992;3.05;0.31;11.7;4
700;8.4;0.4;0.7;13.1;0.042;29.0;197.0;0.998;3.06;0.64;9.7;5
3526;8.9;0.27;0.28;0.8;0.024;29.0;128.0;0.98984;3.01;0.35;12.4;6
4470;4.7;0.145;0.29;1.0;0.042;35.0;90.0;0.9908;3.76;0.49;11.3;6
3803;7.2;0.17;0.34;6.4;0.042;16.0;111.0;0.99278;2.99;0.4;10.8;6
3682;6.4;0.16;0.44;1.2;0.051;39.0;122.0;0.99058;3.11;0.75;11.3;7
1617;6.2;0.2;0.49;1.6;0.065;17.0;143.0;0.9937;3.22;0.52;9.2;6
2634;8.7;0.31;0.73;14.35;0.044;27.0;191.0;1.00013;2.96;0.88;8.7;5
2181;7.4;0.29;0.25;3.8;0.044;30.0;114.0;0.992;3.11;0.4;11.0;6
2710;7.8;0.25;0.34;13.7;0.044;66.0;184.0;0.99976;3.22;0.75;8.9;5
3566;7.6;0.38;0.28;4.2;0.029;7.0;112.0;0.9906;3.0;0.41;12.6;6
208;6.8;0.57;0.29;2.2;0.04;15.0;77.0;0.9938;3.32;0.74;10.2;5
826;6.8;0.25;0.38;8.1;0.046;24.0;155.0;0.9956;3.33;0.59;10.2;6
4161;7.4;0.16;0.3;13.7;0.056;33.0;168.0;0.99825;2.9;0.44;8.7;7
4028;5.9;0.25;0.27;1.5;0.029;37.0;81.0;0.9892;3.2;0.46;12.2;6
188;6.8;0.53;0.35;3.8;0.034;26.0;109.0;0.9906;3.26;0.57;12.7;8
1708;7.0;0.61;0.26;1.7;0.051;25.0;161.0;0.9946;3.36;0.6;10.6;4
896;6.8;0.18;0.28;8.7;0.047;52.0;242.0;0.9952;3.22;0.53;10.5;6
2560;6.9;0.32;0.26;2.3;0.03;11.0;103.0;0.99106;3.06;0.42;11.1;6
1190;7.6;0.21;0.44;1.9;0.036;10.0;119.0;0.9913;3.01;0.7;12.8;6
230;6.8;0.64;0.08;9.7;0.062;26.0;142.0;0.9972;3.37;0.46;8.9;4
863;6.2;0.28;0.33;1.7;0.029;24.0;111.0;0.99;3.24;0.5;12.1;6
4148;6.2;0.2;0.25;15.0;0.055;8.0;120.0;0.99767;3.19;0.53;9.6;6
202;6.9;0.54;0.32;13.2;0.05;53.0;236.0;0.9973;3.2;0.5;9.6;5
2925;7.7;0.25;0.3;7.8;0.038;67.0;196.0;0.99555;3.1;0.5;10.1;5
341;8.0;0.24;0.36;1.5;0.047;17.0;129.0;0.9948;3.2;0.54;10.0;6
2376;7.2;0.2;0.3;2.0;0.039;43.0;188.0;0.9911;3.3;0.41;12.0;6
844;7.3;0.21;0.29;1.6;0.034;29.0;118.0;0.9917;3.3;0.5;11.0;8
257;6.3;0.35;0.3;5.7;0.035;8.0;97.0;0.9927;3.27;0.41;11.0;7
3754;5.4;0.46;0.15;2.1;0.026;29.0;130.0;0.98953;3.39;0.77;13.4;8
523;5.8;0.36;0.32;1.7;0.033;22.0;96.0;0.9898;3.03;0.38;11.2;6
1533;7.3;0.26;0.49;5.0;0.028;32.0;107.0;0.9936;3.24;0.54;10.8;6
77;7.0;0.32;0.34;1.3;0.042;20.0;69.0;0.9912;3.31;0.65;12.0;7
1663;7.9;0.33;0.28;31.6;0.053;35.0;176.0;1.0103;3.15;0.38;8.8;6
3547;7.3;0.2;0.29;19.9;0.039;69.0;237.0;1.00037;3.1;0.48;9.2;6
2979;6.7;0.36;0.26;7.9;0.034;39.0;123.0;0.99119;2.99;0.3;12.2;7
2291;8.6;0.17;0.28;2.7;0.047;38.0;150.0;0.99365;3.1;0.56;10.8;6
836;7.3;0.25;0.36;2.1;0.034;30.0;177.0;0.99085;3.25;0.4;11.9;8
1755;6.3;0.25;0.23;14.9;0.039;47.0;142.0;0.99705;3.14;0.35;9.7;6
1194;6.2;0.37;0.22;8.3;0.025;36.0;216.0;0.9964;3.33;0.6;9.6;6
1173;7.4;0.22;0.33;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;11.4;5
3591;6.4;0.28;0.36;1.3;0.053;28.0;186.0;0.99211;3.31;0.45;10.8;5
2957;6.4;0.12;0.3;1.1;0.031;37.0;94.0;0.98986;3.01;0.56;11.7;6
3668;6.5;0.27;0.26;11.0;0.03;2.0;82.0;0.99402;3.07;0.36;11.2;5
3394;6.5;0.25;0.45;7.8;0.048;52.0;188.0;0.99576;3.2;0.53;9.1;5
2430;6.4;0.28;0.17;8.3;0.042;61.0;195.0;0.99577;3.22;0.46;9.4;5
1479;7.7;0.16;0.49;2.0;0.056;20.0;124.0;0.9948;3.32;0.49;10.7;6
2179;7.7;0.24;0.31;1.3;0.047;33.0;106.0;0.993;3.22;0.55;10.8;6
300;6.1;0.41;0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;6
3634;7.6;0.31;0.27;8.8;0.021;57.0;156.0;0.99442;3.08;0.38;11.0;7
225;7.1;0.24;0.41;17.8;0.046;39.0;145.0;0.9998;3.32;0.39;8.7;5
371;7.7;0.29;0.48;2.3;0.049;36.0;178.0;0.9931;3.17;0.64;10.6;6
3443;6.0;0.16;0.22;1.6;0.042;36.0;106.0;0.9905;3.24;0.32;11.4;6
170;7.1;0.3;0.46;1.5;0.066;29.0;133.0;0.9906;3.12;0.54;12.7;6
649;7.1;0.26;0.34;14.4;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;7
535;7.9;0.345;0.51;15.3;0.047;54.0;171.0;0.9987;3.09;0.51;9.1;5
792;6.4;0.46;0.08;4.9;0.046;34.0;144.0;0.99445;3.1;0.56;10.0;5
4564;7.0;0.23;0.35;1.4;0.036;31.0;113.0;0.9912;3.16;0.48;10.8;7
3614;6.4;0.38;0.24;7.2;0.047;41.0;151.0;0.99604;3.11;0.6;9.2;5
1210;9.2;0.28;0.41;1.0;0.042;14.0;59.0;0.9922;2.96;0.25;10.5;6
3192;8.3;0.16;0.37;7.9;0.025;38.0;107.0;0.99306;2.93;0.37;11.9;6
2603;6.7;0.3;0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;7
2844;8.0;0.22;0.31;5.6;0.049;24.0;97.0;0.993;3.1;0.42;10.9;5
1304;8.0;0.59;0.71;17.35;0.038;61.0;228.0;1.0;2.95;0.75;9.3;5
57;6.0;0.19;0.26;12.4;0.048;50.0;147.0;0.9972;3.3;0.36;8.9;6
1285;7.8;0.16;0.41;1.7;0.026;29.0;140.0;0.991;3.02;0.78;12.5;6
2992;6.6;0.2;0.27;10.9;0.038;29.0;130.0;0.99496;3.11;0.44;10.5;7
2198;7.1;0.26;0.19;8.2;0.051;53.0;187.0;0.996;3.16;0.52;9.7;5
1834;6.4;0.21;0.3;5.6;0.044;43.0;160.0;0.9949;3.6;0.41;10.6;6
3404;5.8;0.18;0.28;1.3;0.034;9.0;94.0;0.99092;3.21;0.52;11.2;6
1332;7.9;0.16;0.64;17.0;0.05;69.0;210.0;1.0004;3.15;0.51;9.3;7
1179;7.2;0.2;0.25;4.5;0.044;31.0;109.0;0.9949;3.23;0.36;9.4;5
1787;7.2;0.26;0.3;2.1;0.033;50.0;158.0;0.9909;3.33;0.43;12.1;7
3544;6.0;0.33;0.2;1.8;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6
404;6.8;0.22;0.31;6.3;0.035;33.0;170.0;0.9918;3.24;0.66;12.6;6
359;6.9;0.24;0.34;4.7;0.04;43.0;161.0;0.9935;3.2;0.59;10.6;6
3676;5.3;0.3;0.3;1.2;0.029;25.0;93.0;0.98742;3.31;0.4;13.6;7
1206;7.0;0.26;0.46;15.55;0.037;61.0;171.0;0.9986;2.94;0.35;8.8;6
3753;6.6;0.27;0.33;1.4;0.042;24.0;183.0;0.99215;3.29;0.46;10.7;5
3006;6.2;0.16;0.32;1.1;0.036;74.0;184.0;0.99096;3.22;0.41;11.0;6
1607;5.8;0.19;0.49;4.9;0.04;44.0;118.0;0.9935;3.34;0.38;9.5;7
1606;7.5;0.32;0.49;1.7;0.031;44.0;109.0;0.9906;3.07;0.46;12.5;6
3194;5.7;0.16;0.32;1.2;0.036;7.0;89.0;0.99111;3.26;0.48;11.0;5
4469;6.4;0.23;0.27;2.1;0.042;35.0;100.0;0.99094;3.03;0.63;10.9;6
191;6.8;0.28;0.4;22.0;0.048;48.0;167.0;1.001;2.93;0.5;8.7;5
1579;7.6;0.31;0.49;13.4;0.062;50.0;191.0;0.9989;3.22;0.53;9.0;4
696;6.7;0.19;0.34;1.0;0.022;22.0;94.0;0.9912;3.23;0.57;11.1;6
1455;6.9;0.34;0.74;11.2;0.069;44.0;150.0;0.9968;3.0;0.81;9.2;5
1396;7.3;0.18;0.29;1.2;0.044;12.0;143.0;0.9918;3.2;0.48;11.3;7
2504;8.5;0.3;0.28;3.1;0.054;54.0;174.0;0.99543;3.21;0.43;9.4;6
537;7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6
446;5.8;0.28;0.27;2.6;0.054;30.0;156.0;0.9914;3.53;0.42;12.4;5
2571;7.0;0.16;0.32;1.1;0.032;29.0;80.0;0.98972;3.23;0.36;12.1;6
3625;7.7;0.32;0.61;11.8;0.041;66.0;188.0;0.99794;3.0;0.54;9.3;5
3495;6.3;0.22;0.28;2.4;0.042;38.0;102.0;0.98998;3.14;0.37;11.6;7
4022;7.2;0.4;0.24;8.5;0.055;45.0;151.0;0.99626;3.2;0.52;9.2;5
2253;6.3;0.27;0.18;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;9.0;5
1693;6.7;0.265;0.22;8.6;0.048;54.0;198.0;0.9955;3.25;0.41;10.2;5
4214;7.0;0.44;0.24;12.1;0.056;68.0;210.0;0.99718;3.05;0.5;9.5;5
166;8.4;0.27;0.46;8.7;0.048;39.0;197.0;0.9974;3.14;0.59;9.6;6
4282;5.7;0.26;0.24;17.8;0.059;23.0;124.0;0.99773;3.3;0.5;10.1;5
3422;6.2;0.28;0.28;4.3;0.026;22.0;105.0;0.989;2.98;0.64;13.1;8
1373;10.7;0.22;0.56;8.2;0.044;37.0;181.0;0.998;2.87;0.68;9.5;6
2887;6.4;0.2;0.28;2.5;0.032;24.0;84.0;0.99168;3.31;0.55;11.5;5
60;6.8;0.22;0.24;4.9;0.092;30.0;123.0;0.9951;3.03;0.46;8.6;6
2166;7.0;0.35;0.31;1.8;0.069;15.0;162.0;0.9944;3.18;0.47;9.4;5
2034;7.9;0.35;0.36;1.6;0.038;11.0;124.0;0.9928;3.25;0.48;11.0;5
782;6.9;0.22;0.37;15.0;0.053;59.0;178.0;0.9992;3.37;0.82;9.5;7
2824;7.2;0.26;0.4;6.3;0.047;52.0;172.0;0.99573;3.18;0.53;9.5;6
868;7.3;0.28;0.42;14.4;0.04;49.0;173.0;0.9994;3.28;0.82;9.0;7
991;8.2;0.26;0.44;1.3;0.046;7.0;69.0;0.9944;3.14;0.62;10.2;4
342;6.4;0.26;0.42;9.7;0.044;30.0;140.0;0.9962;3.18;0.47;9.1;6
4290;5.7;0.26;0.24;17.8;0.059;23.0;124.0;0.99773;3.3;0.5;10.1;5
2891;6.9;0.2;0.3;4.7;0.041;40.0;148.0;0.9932;3.16;0.35;10.2;6
1838;6.5;0.34;0.36;11.0;0.052;53.0;247.0;0.9984;3.44;0.55;9.3;6
2234;7.2;0.23;0.38;6.1;0.067;20.0;90.0;0.99496;3.17;0.79;9.7;5
856;8.2;0.38;0.49;13.6;0.042;58.0;166.0;0.99855;3.1;0.54;9.4;5
1345;7.3;0.39;0.37;1.1;0.043;36.0;113.0;0.991;3.39;0.48;12.7;8
724;7.8;0.3;0.4;1.8;0.028;23.0;122.0;0.9914;3.14;0.39;10.9;7
986;7.4;0.28;0.3;5.3;0.054;44.0;161.0;0.9941;3.12;0.48;10.3;6
2522;7.3;0.17;0.24;8.1;0.121;32.0;162.0;0.99508;3.17;0.38;10.4;8
14;8.3;0.42;0.62;19.25;0.04;41.0;172.0;1.0002;2.98;0.67;9.7;5
589;7.0;0.23;0.33;5.8;0.04;25.0;136.0;0.995;3.19;0.58;9.5;6
2720;7.5;0.26;0.3;4.6;0.027;29.0;92.0;0.99085;3.15;0.38;12.0;7
322;6.8;0.25;0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;6
